CUS_ID,s_v_min,s_t_min,s_pr_min,s_prt_min,s_v_max,s_t_max,s_pr_max,s_prt_max,s_v_mean,s_t_mean,s_pr_mean,s_prt_mean,s_v_median,s_t_median,s_pr_median,s_prt_median,s_v_sd,s_t_sd,s_pr_sd,s_prt_sd
1307,1,0,1,0,41,4688,487,129.1,6.5694444444,672.64351852,41.208333333,18.131152706,5,388,24,13.877432432,5.71532348,840.99063278,57.984184893,18.11365672
1308,1,0,1,0,101,15915,566,144.66666667,23.658088235,2777.5294118,130.23161765,20.030816479,12.5,1276,69.5,18.121214226,22.222059633,3275.7661157,130.56228679,14.308872052
1309,1,0,1,0,69,17253,537,290.25,14.875399361,2694.7060703,82.907348243,36.604291472,12,1909,59,31.17721519,12.223629462,2694.3276509,82.894478666,26.364619251
1310,1,0,1,0,14,3974,87,600,3.6,271.92432432,11.194594595,28.597781423,3,120,8,19.615384615,2.8364858847,441.55676269,12.856438624,50.173605517
1311,1,0,1,0,43,7355,348,579,8.8757575758,1456.8969697,50.363636364,35.125992387,7,970,35.5,29.705544355,6.9562038657,1506.1142383,51.787394566,42.195138645
1312,1,0,1,0,65,8092,549,205.2,11.974358974,1687.1089744,92.416666667,21.678199013,9,1057,61.5,17.877148973,10.684295812,1779.3030081,98.086397619,20.64277218
1313,1,0,1,0,68,11580,367,381,9.264516129,1291.5387097,50.829032258,18.447743288,5,242,19,10.717857143,10.61877035,2259.0626826,72.134491853,31.072688992
1314,1,0,2,0,45,11066,357,105.42857143,9.3095238095,1448.1904762,55.061904762,26.047652914,7,1140.5,47,26.154657477,6.730236334,1446.6132604,48.219007709,16.85802482
1315,1,0,1,0,59,6506,301,325,16.069124424,1500.2764977,71.01843318,32.982718452,11,1209,48,22.5,13.825292699,1418.0503168,67.679730754,37.76061128
1316,1,0,1,0,80,15004,368,179.6,19.730769231,2679.7521368,81.581196581,34.711558214,14,2024.5,55,31.688552189,16.91356954,2612.8775626,77.960509351,22.209913077
1317,1,0,1,0,66,12544,350,150.08333333,11.4,1837.9176471,62.670588235,27.827640687,8,1115.5,40.5,24.612094395,10.494218102,2064.4397025,64.082429998,21.147166945
1318,1,0,1,0,70,15991,431,209.5,13.005633803,1547.4507042,59.250704225,26.615361049,9,848,37,23.591549296,12.304974504,2062.8601571,67.726282928,22.655973535
1319,1,0,1,0,68,10318,331,131.72727273,7.7903930131,709.13537118,38.013100437,17.663812326,6,321,22,13.230769231,7.9438652443,1323.4682918,46.543648666,18.313323411
1320,1,0,1,0,41,9856,174,357,5.0757180157,550.09921671,16.109660574,35.946159397,3,165,7,20.1,5.3084946687,969.74063871,23.513023809,47.898133761
1321,1,0,1,0,14,2510,69,344,2.4509803922,263.90196078,9.8039215686,43.841322873,1,60,2,28.444444444,2.7663240988,465.41440695,16.16665656,56.269252765
1322,1,0,1,0,62,10151,555,183.71428571,4.8042813456,617.94495413,23.532110092,12.016325316,2,1,5,0.33333333333,7.2980949708,1451.7497154,54.041435274,21.258841228
1323,1,0,1,0,243,11332,683,84.833333333,24.909657321,1619.8193146,106.91588785,15.461079552,20,1167,79,13.596153846,22.02231681,1604.4154753,103.67145715,11.964500137
1324,1,0,1,0,71,10740,689,295.5,10.336206897,1253.5373563,60.106321839,23.407957747,6,582,30,19.026918977,11.360437924,1705.2501929,80.474297651,23.473183152
1325,1,0,1,0,77,14237,349,145.5,10.302521008,1523.6302521,45.172268908,33.392695337,7,902.5,30,28.707991803,10.950255471,1848.9133854,50.114128691,22.286273673
1326,1,1,1,0.5,49,11704,237,257,8.7023411371,1484.9866221,33.986622074,43.779145311,6,694,17,35.883211679,8.2897422587,1986.0554359,41.627621609,37.144366326
1327,1,0,1,0,76,24202,687,421,17.2909699,2137.0234114,75.836120401,26.803187075,12,1150,42,24,16.092610086,2894.8427522,93.011382898,31.007408214
1328,1,0,1,0,32,7469,195,263,3.6113074205,343.35335689,12.77385159,19.730200396,2,42,4,6.25,4.2306060697,861.14224545,23.885180908,32.469093927
1329,1,0,1,0,48,13294,418,207.5,11.137755102,1296.5612245,47.071428571,28.003279626,8,633.5,25,22.22,10.442831086,1810.0370562,59.469664751,27.634866549
1330,1,0,1,0,62,7485,400,210.33333333,7.7009803922,822.45588235,30.009803922,26.509920919,4,222.5,13,19.767726282,9.3183329562,1268.5492521,51.353502017,26.256935562
1331,1,0,1,0,31,3797,127,289,4.2828282828,271.00505051,14.141414141,23.24907452,3,137.5,9,12.9375,4.126281752,416.70001014,18.487482444,35.573387895
1332,1,0,1,0,83,18304,622,278.5,30.850961538,5270.1442308,191.75961538,29.408340849,28.5,4716,171,26.509585038,21.155552235,4153.3087175,146.2186831,25.686591368
1333,1,0,1,0,88,17739,462,464,9.3985765125,1272.7153025,37.067615658,26.986332559,4,184,11,19.25,14.357347476,2616.159027,68.137930367,37.817774684
1334,1,2,1,0.66666666667,69,12544,548,124,13.993883792,2155.5932722,89.382262997,26.40607736,11,1484,69,23.956043956,10.478137884,2109.9892136,83.356231934,17.64730318
1335,1,0,1,0,137,20067,663,362.85714286,35.352941176,4339.9941176,163.52352941,28.149560307,30,3216.5,126.5,24.876923077,29.021194411,4189.2116493,151.77323489,30.94457911
1336,1,0,1,0,35,6585,284,244.5,6.509202454,580.12269939,18.736196319,27.974204135,5,362,11,23.186619718,5.8871780514,883.9193079,28.863841325,28.663984539
1337,1,0,1,0,66,10402,515,150.25,8.725,1369.5166667,47.454166667,29.226631259,6,712,25,26.544047619,10.225869647,1780.0373015,65.737893896,21.295334449
1338,1,0,1,0,72,12433,493,184.57142857,15.542600897,1555.9506726,68.089686099,22.075745076,11,789,41,18.536585366,13.755153873,1962.0672249,74.020030351,21.095936414
1339,1,0,1,0,111,37189,1174,176.8,17.341708543,2211.0452261,101.2160804,20.238489265,9,609,34,14.147208122,21.975510224,5038.5440691,182.38121509,22.998192282
1340,1,0,1,0,108,177197,753,299.5,8.1979166667,1955.2552083,37.088541667,34.114473802,5,438.5,15,27.923045183,11.297611101,12901.510452,79.733965211,35.592185733
1341,1,0,1,0,81,8889,534,200.66666667,13.284237726,1299.0232558,66.612403101,17.902485882,8,489,29,15,14.606827654,1765.0494546,85.431908778,19.850215783
1342,1,0,1,0,94,15141,644,67.944444444,26.306976744,1849.2651163,137.41860465,11.513617493,20,977,97,9.3150684932,22.890815562,2388.4003483,134.50939455,10.330482119
1343,1,3,1,1.3,88,57480,418,487.11864407,28.453703704,6252.4537037,129.34259259,47.643382963,26,4428,121.5,35.347651475,16.458438655,6383.1057729,81.067967742,43.315063736
1344,1,0,1,0,59,16703,482,125.75,10.676923077,1463.1692308,52.543589744,31.423010289,7,770,26,26.619047619,9.4336112604,1887.4827635,69.443456918,21.795998048
1345,1,0,1,0,55,9135,549,545,8.8409090909,1022.7222222,70.507575758,17.867777346,6,500,43,12.115860703,8.1410006651,1388.2409774,81.36286867,32.51943574
1346,1,0,1,0,29,5070,193,238.2,6.7878787879,720.52861953,25.898989899,28.451883898,5,338,15,22.84,5.7732012419,975.26045379,31.995299998,28.955492281
1347,1,0,1,0,51,9255,504,286.5,8.9212598425,1078.5275591,64.263779528,19.021712124,7,642,46,13.784659557,7.1832108813,1314.2919573,64.35718407,24.898839217
1348,1,0,1,0,25,5941,108,592,3.7624633431,337.02052786,13.656891496,26.845940101,2,81,6,13.5,3.7415628737,575.10885634,18.344325642,54.56749542
1349,1,0,1,0,57,11098,364,153.66666667,9.7330677291,1446.6533865,45.84063745,31.262805771,7,748,28,29.153846154,8.953907647,1796.0139007,53.516787105,22.750994612
1350,1,0,1,0,39,13068,280,310,5.2905405405,1033.8423423,30.533783784,35.251524303,3,636.5,18,27.894909688,5.4972844251,1318.1899425,39.687335951,33.896322912
1351,1,0,1,0,55,9030,679,102.33333333,12.120300752,1297.8383459,67.838345865,21.7552872,9,781.5,39,17.481012658,9.6133064965,1564.9489787,82.410707513,16.594774712
1352,1,0,1,0,49,12472,620,166.57142857,12.134328358,1712.8606965,87.298507463,23.112395212,10,1173,56,18.473684211,9.485613616,1782.275324,90.977527158,20.623549854
1353,1,0,1,0,109,26192,896,128.07692308,17.194552529,2627.7354086,105.02723735,27.339634053,13,1665,59,23.942857143,16.386478846,3056.8877837,122.18519514,17.08035896
1354,1,5,1,1.6666666667,64,16101,468,132.5,17.083870968,3379.416129,110,33.273242386,15,2840,86,31.088251909,12.881061505,2878.9279206,94.616343341,16.224789657
1355,1,0,1,0,32,5784,138,600,8.149122807,858.13157895,26.456140351,32.388008312,7,515,21,25.446581197,6.2025040505,966.19403213,24.599215757,45.728107183
1356,1,0,1,0,21,7039,322,116.5,6.3793103448,1015.1163793,33.370689655,29.02140547,5,687.5,23.5,24.998484848,4.4724363571,1195.006428,39.119869105,22.205627424
1357,1,0,1,0,25,5659,122,194.66666667,5.3670886076,806.93037975,20.727848101,40.825815091,4,561,12,39.925,4.7003922189,893.2698975,24.239949322,33.046485312
1358,1,0,1,0,26,17785,407,600,3.7550251256,817.05653266,15.560301508,50.869010004,2,140.5,5,22.266666667,3.8577260385,1782.8229923,32.731461324,81.958889393
1359,1,0,1,0,76,12341,411,199.66666667,9.4669603524,1474.4713656,54.603524229,25.840564298,6,756,29,22.463157895,10.287569224,1934.8481482,67.027610121,24.615478714
1360,1,0,1,0,27,12066,358,317.5,3.3689839572,500.47058824,24.919786096,24.705036025,2,104,7,10.25,3.4869496382,1247.8603248,51.401110652,37.381966539
1361,1,0,1,0,41,11820,539,411,5.5976744186,391.00930233,24.102325581,16.177328432,3,51.5,7,6.5,6.1590038084,951.33197993,52.85824597,33.975440714
1362,1,0,1,0,39,8857,268,598.33333333,8.5369458128,989.83251232,40.123152709,30.365180238,7,626,26,22.2,6.7934421299,1162.6543,44.678384322,47.778769371
1363,1,1,1,0.5,166,32595,952,199.33333333,23.373076923,4210.0538462,114.26923077,38.753995927,21,2871.5,83,35.672008547,20.287395666,4767.3176269,127.70842082,26.688542947
1364,1,2,1,1,43,6645,198,149,11.192546584,1447.5962733,45.080745342,34.427860782,11,1098,38,30.5,7.4720441714,1208.3609114,32.834238067,24.973164227
1365,1,0,1,0,48,5242,170,233.25,7.1532663317,680.98994975,26.507537688,27.203872331,4,270.5,13,20.672348485,8.156475191,984.91636792,34.914919165,29.270080149
1366,1,0,1,0,80,8380,494,329.5,11,1410.3119266,51.169724771,29.825926167,8,783.5,31,21.828571429,10.355879472,1703.7549622,60.172820241,36.46239806
1367,1,0,1,0,64,6287,327,409,7.4366471735,614.37231969,35.216374269,16.892157831,5,241,18,11.119047619,7.8670832023,899.97811159,47.862942804,26.02991929
1368,1,0,1,0,130,20422,571,600,11.355769231,1531.625,53.884615385,31.719410713,7,607,25,24.464285714,14.530014316,2586.9555897,81.08487984,44.726250101
1369,1,0,1,0,121,16718,805,130.35714286,25.6,2776.2857143,157.45714286,19.59222683,15,1656,79,15.816479453,27.491834368,3306.2835877,184.70882445,17.579381894
1370,1,0,1,0,46,8599,352,74.703703704,11.294520548,1489.8287671,63.349315068,25.321749144,8,1005,41,23.24836746,9.171295406,1587.453712,70.180220464,16.257567299
1371,1,0,1,0,112,25188,829,223,13.055214724,2305.5,99.389570552,24.492523604,8,1165.5,58,21.149725275,13.967325181,3075.7129663,123.61916113,21.557656502
1372,1,0,1,0,22,14611,151,286.7826087,3.9515570934,783.70588235,19.238754325,32.165223871,3,256,10,23,3.2507060127,1598.0803567,23.877183288,38.453458829
1373,1,0,1,0,456,87878,2706,300.56910569,48.69047619,5488.3690476,225.99603175,24.657322456,34,2478,147.5,19.271053998,49.787911025,8644.4785765,280.5964691,30.029953531
1374,1,0,1,0,95,27784,1067,87.3,16.362318841,1983.115942,85.601449275,23.307492772,9,618.5,33.5,20.8,18.964793363,3218.815546,134.89084746,17.923457638
1375,1,0,1,0,58,10068,765,65.685185185,13.926829268,1606.1829268,112.07926829,14.372386612,11,919,73.5,12.281155015,11.54057179,1855.457466,122.95552514,10.494463809
1376,1,0,1,0,62,11886,405,330.5,8.446969697,1018.2992424,36.257575758,31.731344642,5.5,470.5,17.5,23.888051948,8.7750201923,1615.3291267,54.681674204,35.721928261
1377,1,0,1,0,45,7005,367,237,6.9037433155,557.7513369,28.026737968,23.099324659,5,212,13,15.597297297,6.7388145351,803.70196394,43.302345398,26.241520797
1378,1,0,1,0,37,9531,494,244,4.3356643357,617.76456876,27.328671329,25.334194609,3,132,7,16,4.7908753653,1180.8274455,52.196623618,31.041325804
1379,1,0,1,0,68,12118,645,437,13.313993174,1575.8361775,69.706484642,27.090567326,9,837,40,21.114155251,13.025148571,1934.9034666,87.933675926,32.169171727
1380,1,0,1,0,70,15849,703,90,14.670157068,1934.2774869,95.960732984,22.298709536,13,1410.5,70.5,20.28125,10.785724963,2032.9050446,96.771647371,15.907413831
1381,1,0,1,0,19,37088,832,108,3.2836363636,581.13090909,20.338181818,12.308206685,2,2,3,1,3.3916365382,3352.2138906,74.935630506,18.961977428
1382,1,0,1,0,50,9007,438,442.75,7.7553956835,1167.9640288,54.122302158,30.908404177,6,599,29,17.774011299,6.9353554673,1597.0616198,71.240098263,54.873762718
1383,1,0,2,0,35,6600,383,72.5,8.2123552124,1061.4749035,63.316602317,15.665810164,7,718,49,13.616666667,5.5375114269,1136.1616986,54.350643029,11.348574969
1384,1,0,1,0,102,58997,1144,379.33333333,9.7712418301,1932.7342048,64.355119826,37.230768377,4,458,16,30,14.04569744,4524.5653278,125.98735914,37.946661466
1385,1,1,2,0.5,151,37220,951,130.86363636,72.094827586,13427.482759,342.97413793,43.652332468,69,12762,317.5,39.546673242,31.606267526,7261.5850234,194.34655112,22.224083288
1386,1,0,1,0,39,10456,196,149.33333333,8.7665198238,972.18502203,30.22907489,30.351447373,6,387,18,24.727272727,7.9608070784,1364.4525309,33.541948911,29.748480841
1387,1,0,1,0,37,13143,141,588,4.3720930233,549.61860465,11.596899225,49.792035073,3,214,7,32,3.9149930143,972.20019583,14.597668164,63.450638965
1388,1,1,1,0.25,124,18457,491,96.75,14.321243523,1835.2072539,89.020725389,18.852572544,11,757,63,13.909090909,14.257688515,2714.3442211,90.631692773,17.251302665
1389,1,0,1,0,123,14829,798,462,8.8081632653,1334.1714286,42.367346939,39.514012497,5,472,15,30.3,12.92252825,2210.4602302,80.710851516,55.10202236
1390,1,0,1,0,29,7776,342,457,2.8355795148,180.52560647,15.401617251,15.220915822,2,15,3,2.9523809524,3.4362811256,508.56419645,36.790684743,36.295300547
1391,1,0,1,0,37,9128,378,303.33333333,10.076388889,1433.1111111,59.222222222,26.017424732,7,655,28,21.588888889,8.9130060237,1811.1963828,71.414719492,29.138784383
1392,1,0,2,0,58,8623,555,93.5,12.106796117,1479.2524272,84.208737864,15.634877749,9,836,52,13.683982684,10.500557589,1810.708123,95.984348934,13.459585866
1393,1,0,1,0,40,8405,466,74.625,6.6904024768,876.37770898,40.095975232,17.649627138,4,320,14,16.32173913,6.4613135041,1314.0145209,61.446285808,16.398845776
1394,1,0,1,0,137,16298,965,415,25.330275229,3336.3944954,160.90825688,23.648717862,17,2020,88,19.915190147,23.371594499,3604.0487346,179.64686513,30.372443512
1395,1,2,2,0.5,49,10413,299,263.66666667,16.010582011,2452.4232804,69.423280423,36.025768779,14,2022,57,33.168674699,10.176103327,1985.5372821,52.404530093,23.639923395
1396,1,1,1,0.33333333333,61,20188,459,110.5,15.956521739,2770.1705686,83.74916388,34.493324524,15,2157,68,33.29245283,11.38768244,2657.7831646,78.694554089,18.302317537
1397,1,0,1,0,52,6612,269,88.5,8.4641148325,758.36363636,42.38277512,16.632349584,6,263,25,9.9090909091,7.8971699109,1162.0461363,49.237521749,18.283961031
1398,1,0,1,0,58,12005,461,83.7,12.92244898,2047.4204082,79.342857143,23.619905983,9,1212,54,22.5,11.738881473,2391.5676402,82.399695607,14.601098826
1399,1,0,1,0,94,20877,705,98.833333333,32.692307692,4249.2153846,164.91794872,26.647182333,30,3374,152,24.906976744,21.761066442,3736.5543964,126.34886018,15.701861716
1400,1,5,1,2,37,31239,244,598.33333333,10.651340996,2593.2490421,56.279693487,58.187659322,9,1795,42,40.68,7.5669504148,3054.0654487,49.477212407,66.013986627
1401,1,0,1,0,42,20573,1116,599,7.3286219081,891.93286219,44.310954064,23.826898682,5,371,18,17,6.5969147535,1661.5566291,82.87674853,40.980359687
1402,1,3,1,0.57142857143,50,19808,277,146,7.6309012876,1468.5536481,37.442060086,37.815109674,5,770,19,35.482758621,7.8070087628,2169.79622,45.817359862,24.697871792
1403,1,0,1,0,75,13129,355,170.18181818,9.115819209,1436.740113,42.694915254,33.627290368,6,614,23,27.766624041,9.8923742932,2263.3098404,57.929894401,28.035697947
1404,1,3,1,3,102,23601,728,587,14.668393782,3278.9378238,51.176165803,77.922177864,10,2172,33,69.142857143,14.513064732,3507.5878651,69.291278701,60.5055436
1405,1,0,1,0,78,17673,682,79.090909091,24.623966942,5097.9214876,154.36363636,33.520221119,20,3962,119,32.949422652,17.859848683,4038.1708481,123.29491009,12.046913311
1406,1,0,1,0,51,10238,563,139.33333333,9.4011627907,1292.3982558,63.636627907,21.735491319,6,726.5,38,17.347615499,8.7815469683,1616.5063257,78.501296687,18.105443258
1407,1,0,1,0,48,7683,258,493,6.9650537634,732.25268817,35.239247312,23.553257097,5,436.5,22.5,16.5,7.0936260252,878.05416494,37.019544157,33.503787797
1408,1,0,1,0,49,10205,358,599,10.861271676,2301.0924855,58.780346821,56.715940433,9,1720,41,38.9,9.157113933,2102.4573365,60.22601101,85.023716623
1409,1,0,1,0,120,18448,815,420,41.360730594,6916.2511416,317.04109589,24.755858858,42,6579,307,20.71641791,26.207053316,4796.4306383,204.29784237,32.432235524
1410,1,0,1,0,97,18211,598,301,31.379310345,3756.5369458,201.71428571,21.358872644,31,2964,184,17.230434783,20.902389023,3399.0760469,154.97178645,25.169884587
1411,1,0,1,0,75,13960,693,403,10.170731707,1087.543554,47.034843206,25.132041564,8,607,29,19.230769231,9.4529815747,1503.3103067,66.643914719,31.815528955
1412,1,0,1,0,35,8147,234,227.66666667,6.0603015075,740.93969849,24.989949749,33.434709362,4,247,14,26.2,5.778432725,1155.9363629,34.031326915,34.28269602
1413,1,0,1,0,15,4442,101,329,3.7345679012,633.87654321,14.425925926,46.559312338,3,345,9.5,37.166666667,2.779233573,730.57422124,15.090536525,41.450785602
1414,1,0,1,0,125,15955,651,95.125,26.771626298,2808.7785467,107.87543253,26.105607908,24,2065,87,24.795620438,19.406911653,2637.780322,98.319517313,13.05927445
1415,1,0,1,0,103,9658,513,210.5,15.670520231,1041.9971098,67.638728324,14.59269872,9,371.5,30,12.048735632,18.341719239,1615.7115084,86.756160722,17.383668439
1416,1,0,1,0,85,11903,355,223.625,9.9647887324,991.64084507,28.478873239,33.431370264,5,367,10,26.639130435,12.767788518,1668.5696159,48.540641718,33.752688589
1417,1,0,1,0,100,22907,988,102,19.101851852,3130.125,112.19907407,23.836970865,8.5,1039,45.5,22.1,21.315979295,4493.0397633,150.38292889,15.926734813
1418,1,0,1,0,81,19921,554,297,12.221354167,1786.4583333,68.723958333,31.006067353,9,974.5,39,25.603336653,11.841223838,2329.9853793,85.796205488,27.491551818
1419,1,0,1,0,50,8235,180,594,8.9061488673,1170.2588997,27.692556634,48.861327075,7,801,20,39,7.9328100353,1272.9146905,27.327011569,64.179992818
1420,1,0,1,0,67,12408,591,303.2,10.655940594,1617.6287129,60.839108911,28.346717715,7,815,34,23.59703504,9.8377880544,2059.9893928,74.330870224,26.697164426
1421,1,0,1,0,17,13180,72,286.52173913,2.8623188406,194.42028986,7.4057971014,8.3051676876,2,2,3,1,2.8082049465,1143.5317799,11.878114378,27.034270734
1422,1,0,1,0,56,13136,552,93,6.7084870849,902.02583026,33.959409594,20.347790457,5,306,18,15.75,6.7746724616,1564.4043557,55.263830295,18.292274275
1423,1,0,1,0,71,17935,540,599,11.406698565,2159.8325359,81.033492823,38.593265689,6,1087,36,24,13.79493194,3036.3703844,107.19094137,64.867200474
1424,1,0,1,0,68,16512,564,297,12.848739496,2388.8347339,80.392156863,34.293804579,10,1356,54,27.4375,11.098110976,2773.6928793,88.203593299,30.112916373
1425,1,0,1,0,25,23057,417,172.4,6.6069868996,401.03930131,45.082969432,12.122781391,5,62,19,3,5.1803562928,1609.5788986,57.451712126,22.904354716
1426,1,0,1,0,32,5775,387,113.25,7.076433121,1010.1974522,45.248407643,23.351717431,6,453,24,18.383333333,5.4860445342,1257.3364166,55.819495727,21.061704501
1427,1,0,1,0,23,4682,170,130.11538462,4.0303030303,529.56060606,17.696969697,29.080505167,3,226,10,23.019762846,3.4308805506,723.81573667,21.888045383,24.31557828
1428,1,0,1,0,26,5791,170,99,7.1021021021,563.63363363,34.783783784,14.976486131,6,253,30,8.9591836735,5.1887646603,769.73772584,26.932782932,16.935161327
1429,1,0,1,0,42,9083,544,64.820512821,11.242718447,2016.0728155,84.854368932,21.190446174,9,1490.5,59.5,20.82,8.9404163371,2025.9696407,83.097404822,13.602516181
1430,1,0,1,0,38,6414,671,571,5.2863157895,482.82947368,31.524210526,17.52257579,3,95,9,9.9,5.7531977996,856.60042823,68.819007892,32.965700083
1431,1,0,1,0,74,9181,460,314,9.0392670157,817.80890052,37.476439791,22.245848364,6,387,18.5,16.65942029,9.862893555,1298.8099308,53.798088736,25.645379414
1432,1,0,1,0,53,15143,1152,179.66666667,10.433691756,1797.0645161,93.379928315,23.546573259,8,921,44,20.230769231,9.1345898258,2500.9136969,154.17396191,20.156455661
1433,1,0,1,0,43,7235,189,186,11.273170732,1594.7121951,31.219512195,57.321854744,10,1275,24,54.333333333,6.7463506617,1249.4683733,26.64592839,31.884183064
1434,1,0,1,0,28,7770,189,600,8.4773662551,1490.7942387,28.534979424,61.508166166,6,1093,21,47.384615385,6.4129986521,1406.8643489,26.695130075,70.300871906
1435,1,0,1,0,93,8711,628,121.5,11.142465753,857.09589041,43.594520548,18.530345685,8,414,22,15.34375,11.094077197,1196.300283,56.796387563,18.407080611
1436,1,2,2,1,38,8604,632,93,6.9391304348,1105.6521739,58.782608696,21.855280401,6,680,30,18.463414634,5.7036260497,1350.7865288,87.573105562,17.814666022
1437,1,0,1,0,89,10854,382,599,9.8898809524,837.19642857,37.291666667,23.630028553,5.5,259.5,18,16.33640553,12.255845464,1385.0158715,55.137316147,39.950428824
1438,1,0,1,0,50,10979,409,461,9.4440559441,1389.3181818,51.29020979,27.159801869,7,706,33,22.90429879,8.9318285382,1847.3684822,58.438118796,31.65223811
1439,1,0,1,0,37,6682,663,185.375,7.1647398844,649.5,51.849710983,13.721142947,6,307,26,9.9875,5.3099878071,930.10453285,73.152851391,17.582076625
1440,1,0,1,0,51,7232,156,350,7.0640668524,622.44011142,19.044568245,44.168665244,5,327,9,34.157894737,7.1686636636,849.49274457,24.44188678,46.110896278
1441,1,0,1,0,47,15699,572,311.64705882,9.1958762887,1412.7731959,79.391752577,21.016995131,7,675,49.5,15.182352941,8.338858628,1964.641335,88.449225117,27.770853057
1442,1,0,1,0,65,14660,432,85.857142857,17.360902256,2474.5639098,80.834586466,26.182942712,14,1716,70,26.652173913,13.678305288,2801.5564704,75.402976034,16.06633165
1443,1,1,1,0.625,22,4894,138,100.88888889,7.0104166667,678.96354167,27.421875,21.354022701,6,318,22,16.299836601,4.5464324468,858.74312985,23.446142822,20.238738125
1444,1,0,1,0,50,9756,185,327.5,6.7303754266,780.25938567,18.532423208,46.334836697,5,500,12,38.333333333,5.8893041135,968.20650868,22.404511378,39.911784018
1445,1,0,1,0,57,13436,409,138.2,15.262548263,2869.2355212,107.44401544,32.46051622,14,2738,90,26.11038961,10.053374365,2435.7451931,92.49123022,22.849486224
1446,1,0,1,0,37,10398,164,600,5.4561403509,1382.504386,15.469298246,204.79805765,3,709.5,5,69.986805556,5.9991066747,1706.1537761,26.26423508,233.32565588
1447,1,0,1,0,54,3259,364,599,6.6280991736,462.41322314,42.202479339,18.343856085,4.5,199,18.5,8.8230769231,6.9492914131,625.9392434,61.199052094,46.074771268
1448,1,0,1,0,103,10416,630,151.13333333,14.869402985,1498.858209,87.395522388,19.648179985,9,778.5,46,14.894657904,16.165857245,1947.5551933,115.3028917,19.321726278
1449,1,0,1,0,51,12609,367,464.25,6.7700534759,1196.9304813,39.294117647,32.319960126,5,357,16,18.202380952,7.2842119372,1925.016266,56.91348006,53.035259547
1450,1,0,1,0,90,17108,595,95.608695652,17.090909091,1841.7545455,91.654545455,21.344290922,11.5,1093.5,56.5,17.471636526,16.321920361,2283.1236689,98.926097162,16.284038662
1451,1,0,1,0,42,26657,659,179,6.7606177606,820.25482625,41.907335907,21.279777073,4,177,14,12.255952381,6.7120042586,2467.5159332,70.610839146,27.961844722
1452,1,0,1,0,83,24432,599,66.166666667,48.209302326,9811.1627907,281.82945736,34.031432501,49,8765,280,33.455414013,14.883754996,4917.390652,97.000251613,10.754867847
1453,1,0,1,0,39,11510,307,109.48979592,6.7955555556,1240.5866667,40.084444444,29.093890224,5,632,21,24.333333333,6.3928655671,1681.1133515,49.189474936,18.854004251
1454,1,0,1,0,54,9583,845,177.5,12.674796748,1413.7669377,68.170731707,29.609065248,8,943,28,25.508196721,11.125882428,1522.9404588,99.771454104,24.828054096
1455,1,0,1,0,55,8419,374,138.125,9.786440678,1283.2915254,52.216949153,23.901794841,8,772,32,19.380952381,7.7031546155,1465.3038051,54.194726858,20.507828349
1456,1,0,1,0,65,23395,558,504.08333333,19.030927835,2362.7505155,95.863917526,33.021772328,14,1562,69,19.375,15.327319643,2757.7595413,90.856337177,59.518226129
1457,1,0,1,0,112,20949,995,207.66666667,27.836842105,4446.4578947,154.68421053,30.932993048,19,2401.5,93.5,26.786634461,26.962833729,4952.0748274,176.24662633,24.754006069
1458,1,0,1,0,42,8028,303,188.53846154,11.75,1606.5246479,53.690140845,30.574765963,10,1162.5,38,28.552941176,8.2481928634,1560.8690712,49.257408992,21.652936447
1459,1,0,1,0,34,5873,360,225.5,5.5983263598,369.0334728,32.19665272,13.038358328,3,45,9,3.9090909091,6.4114653507,747.82359773,60.535209468,27.030877976
1460,1,0,1,0,47,10095,338,283,6.463654224,714.53438114,36.968565815,18.380380226,4,266,20,10.98019802,6.7244087061,1233.0764457,45.459324578,26.290792254
1461,1,0,1,0,34,36694,327,587.5,4.7711598746,1104.862069,26.915360502,46.149757313,3,278,12,26.066666667,5.3022763211,3151.7903527,45.577383043,72.807189554
1462,1,0,1,0,26,6681,223,391,5.5659722222,1035.34375,40.086805556,31.50110687,4,711,29,25.925595238,4.8649878076,1078.6136588,41.226950264,32.279591456
1463,1,0,1,0,37,12338,967,181.66666667,8.605,2609.945,142.435,20.984343652,6.5,1306.5,57,17.577147016,6.8720521318,3007.3232412,183.45028156,19.197975488
1464,1,0,1,0,71,16082,590,211.60526316,8.2,993.10384615,41.723076923,24.871728312,6,486,21.5,20.642557958,9.3568466457,1668.3904576,60.539915087,26.798025161
1465,1,0,1,0,77,15687,369,284.5,12.271551724,1280.4224138,49.681034483,23.212181552,8,564.5,29,18.772435897,12.202102622,1897.6146939,56.507609592,25.013631286
1466,1,0,1,0,40,6576,522,143.4,10.140625,1396.9765625,53.265625,30.54679255,6,898,37,25.08600713,10.010022045,1440.9404489,63.7241205,25.074826443
1467,1,0,1,0,31,4857,260,102.71428571,5.6732283465,499.04330709,26.496062992,15.408086777,4,159,13,10.478978979,4.5984522025,811.20477066,34.05653844,17.390028615
1468,1,0,1,0,142,23640,849,44.909090909,59.586592179,7571.3631285,341.69273743,21.190351206,65,6974,337,21.023255814,33.36429901,5369.1591957,219.74234274,7.7065161391
1469,1,0,1,0,52,12404,570,219.33333333,7.6124661247,1205.0514905,37.815718157,36.332143011,6,780,21,31.894736842,6.9328265018,1391.8001247,49.385998193,29.141849441
