CUS_ID,s_v_min,s_t_min,s_pr_min,s_prt_min,s_v_max,s_t_max,s_pr_max,s_prt_max,s_v_mean,s_t_mean,s_pr_mean,s_prt_mean,s_v_median,s_t_median,s_pr_median,s_prt_median,s_v_sd,s_t_sd,s_pr_sd,s_prt_sd
1885,1,0,1,0,95,38134,794,164.5,21.526737968,3135.7994652,184.76737968,19.542332983,19,2416,161.5,15.42445496,18.36911038,3432.8129931,167.44713673,15.516665732
1886,1,0,1,0,70,14364,595,114.5,22.376470588,3468.6235294,153.80588235,19.942172542,18,2628,134,20.613030303,17.156761719,3224.2757032,123.39024048,15.438926975
1887,1,0,1,0,57,7222,330,570,8.3903508772,781.36403509,34.771929825,29.840639351,5,283,14.5,15.724174718,8.7556800373,1170.8675551,46.456371478,53.7535977
1888,1,0,1,0,74,7715,677,185,6.3634146341,516.90731707,27.670731707,22.227233328,3,120.5,8,14.698717949,8.3036580179,1034.9948661,58.681406376,25.616696232
1889,1,0,2,0,78,32887,500,300,28.466666667,9144.9555556,197.44444444,47.781995464,28,7156.5,196,37.863911357,18.749867784,7921.8569686,128.29863131,38.821173434
1890,1,0,1,0,34,10370,446,103.7,7.7571428571,813.73809524,102.84761905,7.4243920605,6,450.5,80.5,5.0546875,5.5529699307,1226.0127512,88.421433344,9.3975337621
1891,1,0,1,0,47,9662,335,229,6.8756218905,618.3880597,26.756218905,22.872564746,5,185,14,15.857142857,6.4768397183,1059.2574846,36.511577255,28.704940775
1892,1,0,1,0,95,14115,568,214.33333333,17.27027027,2058.7837838,76.934362934,25.971131585,12,1047,44,22,15.791406882,2665.4726284,87.088386987,22.275661128
1893,1,0,1,0,58,8790,516,388,10.178217822,1207.990099,49.722772277,22.265264943,7,494,28,17.175,9.230739073,1690.9479423,67.680509507,29.429120225
1894,1,0,1,0,34,13973,325,335,4.4652777778,853.67592593,15.19212963,51.256240911,2,273,6,42.14254386,4.9281329716,1518.7345222,27.136205951,49.646646252
1895,1,1,1,0.75,47,11193,396,150,9.061302682,1853.7164751,63.793103448,31.834772793,7,1050,36,28.265151515,7.9142080504,2107.7955811,73.288440362,21.440284199
1896,2,3,3,0.75,82,21710,920,60.076190476,34.095808383,6937.9161677,287.88023952,24.31306634,32,6195,277,23.898230088,21.079663452,4825.2424577,189.34248317,9.5469871116
1897,1,0,1,0,29,12081,560,364,6.6915322581,1075.3649194,55.133064516,21.509350798,5,416.5,25,16.291666667,5.2122242553,1638.5611186,77.808457095,27.301822758
1898,1,0,1,0,35,10159,248,232,10.364583333,2159.9375,56.753472222,40.52939304,9,1640,43.5,35.618089104,8.0010275364,2023.3178438,51.67964495,27.401511856
1899,1,0,1,0,106,11406,640,244,18.768181818,1913.1909091,86.559090909,25.550244332,15,1209,56,21.496328438,16.922759967,2202.3704705,98.463590652,24.212849436
1900,1,0,1,0,129,17180,860,300,32.869747899,3491.092437,187.23529412,20.918373875,24,2157,129.5,16.27860429,29.884514864,3825.8552084,190.79634163,28.538672395
1901,1,0,1,0,172,9798,1183,91.8,18.994413408,1716.6368715,108.02793296,18.415232745,13,1202,72,16.533333333,19.252461453,1692.304863,129.07316235,12.936780863
1902,1,0,1,0,52,27605,560,549,8.2269230769,1161.5769231,44.965384615,32.23834368,5,475,20,20.957036115,8.2545439782,2292.5238486,78.754608579,53.08122566
1903,1,0,1,0,31,9989,255,298,7.3309859155,721.68661972,38.767605634,21.663253198,6,479.5,25,15.819125683,5.6895190119,904.74905079,38.023828403,27.105195751
1904,1,0,1,0,28,12608,306,309.25,6.6020761246,947.34256055,33.356401384,29.555685049,5,397,22,12.857142857,4.8724134001,1593.854098,38.59720281,46.373243877
1905,1,0,1,0,106,26091,809,244,12.793969849,1984.2914573,89.628140704,29.187096844,8,944,49,21.142857143,13.640505775,3085.1055571,113.87203704,31.95518807
1906,1,0,1,0,32,3922,154,190.5,6.2513089005,702.04188482,30.486910995,24.881744207,5,422,19,19.5,5.8633281248,765.28230658,31.859206492,22.142975214
1907,1,0,1,0,42,8770,251,74.142857143,8.8975609756,1045.1121951,49.004878049,19.869528437,7,657,39,17.888888889,6.8373429582,1234.496854,47.040084863,13.456196439
1908,1,0,1,0,91,22172,676,517,13.81042654,2425.5023697,95.535545024,23.496011995,5,447,29,16.533333333,18.984256267,4252.9001515,142.47998161,39.798200546
